 17859-sa        Tebo-ICT,  license #WeiChuang(CD)
EC2901        1.4570    0.0720   90.0  A1   (T)  'C402H22', 'C402H22'
EC2902        1.3980    0.0720  270.0  A1   (T)  'C402H22', 'C402H22'
EC2903        1.5160    0.0720  270.0  A1   (T)  'C402H22', 'C402H22'
EC2904        1.5750    0.0720   90.0  A1   (T)  'C402H22', 'C402H22'
EC2905        1.0840    0.0700    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC2906        1.1720    0.3820   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC2907        1.0520    0.2270  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC2908        1.0520    0.1670    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC3513        1.2300    1.0050    0.0  A1   (T)  'C402H22', 'C402H22'
EC4301        1.6310    3.3620  270.0  A1   (B)  'C603H40_B', 'C603H40_B'
EC4302        1.6300    3.5230  270.0  A1   (T)  'C402H22', 'C402H22'
EC4306        4.9120    0.3710   90.0  A1   (T)  'C402H22', 'C402H22'
EC4307        5.2230    0.3320  270.0  A1   (T)  'C402H22', 'C402H22'
EC4308        5.2190    0.2910  270.0  A1   (T)  'C603H36', 'C603H36'
EC4309        5.1490    0.0410   90.0  A1   (T)  'C402H22', 'C402H22'
EC4310        5.0650    0.2950   90.0  A1   (T)  'C402H22', 'C402H22'
EC4311        1.5530    3.6230  270.0  A1   (T)  'C402H22', 'C402H22'
EC4312        1.6300    3.4630  270.0  A1   (T)  'C402H22', 'C402H22'
EC4313        1.6300    3.4930  270.0  A1   (T)  'C402H22', 'C402H22'
EC4534        2.6140    0.4810   90.0  A1   (T)  'C603H40', 'C603H40'
EC5501        2.5150    3.3330  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC5502        2.5460    3.3330  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC5503        2.4770    3.4990  270.0  A1   (T)  'C402H22', 'C402H22'
EC5504        2.4212    3.4198   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC5505        2.7000    3.3440  180.0  A1   (B)  'DFN10G2510-1H20_B', 'DFN10G2510-1H20_B'
EC6401        8.9970    1.4270  270.0  A1   (T)  'C402H22', 'C402H22'
EC6402        0.9950    3.5650   90.0  A1   (T)  'C402H22', 'C402H22'
EC6403        9.2370    1.6990  180.0  A1   (T)  'C402H22', 'C402H22'
EC6404        1.0140    3.6140    0.0  A1   (T)  'C402H22', 'C402H22'
EC6501        7.6700    0.3230  180.0  A1   (T)  'C402H22', 'C402H22'
EC6502        7.6701    0.4319  180.0  A1   (T)  'C402H22', 'C402H22'
EC6503        7.5770    0.3250  180.0  A1   (T)  'C402H22', 'C402H22'
EC6504        7.3630    0.3010  270.0  A1   (T)  'C402H22', 'C402H22'
EC6505        7.3630    0.2710  270.0  A1   (T)  'C402H22', 'C402H22'
EC6506        7.4570    0.5680   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC6801        6.0250    2.8450  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8901        6.9820    1.0500  180.0  A1   (T)  'C402H22', 'C402H22'
EC8902        7.0130    1.0500  180.0  A1   (T)  'C402H22', 'C402H22'
EC8903        2.6920    0.6500    0.0  A1   (T)  'C402H22', 'C402H22'
EC8904        1.8500    0.5480  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8905        2.7220    0.6500    0.0  A1   (T)  'C402H22', 'C402H22'
EC8906        7.1320    0.6670    0.0  A1   (T)  'C402H22', 'C402H22'
EC8907        7.0450    1.0500  180.0  A1   (T)  'C402H22', 'C402H22'
EC8908        3.7230    0.5940    0.0  A1   (T)  'C402H22', 'C402H22'
EC8909        3.6920    0.5940    0.0  A1   (T)  'C402H22', 'C402H22'
EC8910        6.9130    1.0510  180.0  A1   (T)  'C402H22', 'C402H22'
EC8911        7.1010    0.6670    0.0  A1   (T)  'C402H22', 'C402H22'
EC8912        6.8810    1.0515  180.0  A1   (T)  'C402H22', 'C402H22'
EC8913        2.1750    0.7970  180.0  A1   (T)  'C402H22', 'C402H22'
EC8914        7.1630    0.6670    0.0  A1   (T)  'C402H22', 'C402H22'
EC8915        2.6620    0.6500    0.0  A1   (T)  'C402H22', 'C402H22'
EC8917        2.8520    0.3820  180.0  A1   (T)  'C402H22', 'C402H22'
EC8919        3.8494    3.8120    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8925        2.7850    0.3850  180.0  A1   (T)  'C402H22', 'C402H22'
EC8928        2.3530    2.1760    0.0  A1   (T)  'C402H22', 'C402H22'
EC8929        3.8804    3.8120    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8933        1.3260    2.5390    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8934        1.7350    0.2770    0.0  A1   (T)  'C402H22', 'C402H22'
EC8935        1.1470    2.7060    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8936        4.7590    0.2890    0.0  A1   (T)  'C402H22', 'C402H22'
EC8937        1.1070    1.2650   90.0  A1   (T)  'C402H22', 'C402H22'
EC8938        7.8230    0.4440  180.0  A1   (T)  'C402H22', 'C402H22'
EC8939        1.3560    2.5390    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8947        1.9390    2.8760    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8948        4.0440    3.9880  270.0  A1   (T)  'C402H22', 'C402H22'
EC8949        1.2630    2.0730   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8950        7.3520    0.1590  270.0  A1   (T)  'C402H22', 'C402H22'
EC8951        8.8470    1.3200   90.0  A1   (T)  'C402H22', 'C402H22'
EC8952        2.2880    2.0700  180.0  A1   (T)  'C402H22', 'C402H22'
EC8953        9.2740    0.7940  180.0  A1   (T)  'C402H22', 'C402H22'
EC8954        1.1700    0.7860    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8957        2.3800    2.2640    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8958        1.2570    0.8050    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8959        1.5030    0.5850  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8960        1.4130    0.5850  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8961        7.3560    2.8150  315.0  A1   (T)  'C402H22', 'C402H22'
EC8962        2.2400    2.2324   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
EC8963        2.3230    2.1760    0.0  A1   (T)  'C402H22', 'C402H22'
EC8965        7.3130    2.8600  315.0  A1   (T)  'C402H22', 'C402H22'
EC8966        7.1810    2.9910  315.0  A1   (T)  'C402H22', 'C402H22'
EC8967        7.7060    3.1950  315.0  A1   (T)  'C402H22', 'C402H22'
EC8968        7.7887    3.1413   45.0  A1   (T)  'C402H22', 'C402H22'
PC1001        2.9700    2.5060  180.0  A1   (T)  'C603H40', 'C603H40'
PC1002        3.0670    3.1900  180.0  A1   (T)  'C603H40', 'C603H40'
PC1003        4.7370    2.9330  270.0  A1   (T)  'C603H40', 'C603H40'
PC1004        4.6650    2.5890  270.0  A1   (T)  'C603H40', 'C603H40'
PC1005        3.1990    3.4520  180.0  A1   (T)  'C603H40', 'C603H40'
PC1006        4.5550    2.5650  270.0  A1   (T)  'C603H40', 'C603H40'
PC1007        4.4900    2.7310  270.0  A1   (T)  'C603H40', 'C603H40'
PC1008        3.1060    3.2990    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1009        3.1010    3.3540  270.0  A1   (T)  'C603H40', 'C603H40'
PC1010        4.8570    2.8830   90.0  A1   (T)  'C603H40', 'C603H40'
PC1011        4.7370    2.7830  270.0  A1   (T)  'C603H40', 'C603H40'
PC1012        3.0170    3.1900  180.0  A1   (T)  'C603H40', 'C603H40'
PC1013        4.7370    2.8330  270.0  A1   (T)  'C603H40', 'C603H40'
PC1014        4.6130    2.7790   90.0  A1   (T)  'C603H40', 'C603H40'
PC1015        4.4900    2.7810  270.0  A1   (T)  'C603H40', 'C603H40'
PC1016        4.6130    2.8300   90.0  A1   (T)  'C603H40', 'C603H40'
PC1017        4.6130    2.8810   90.0  A1   (T)  'C603H40', 'C603H40'
PC1018        3.1180    3.1900  180.0  A1   (T)  'C603H40', 'C603H40'
PC1019        3.2990    3.4520  180.0  A1   (T)  'C603H40', 'C603H40'
PC1020        4.7370    2.8830  270.0  A1   (T)  'C603H40', 'C603H40'
PC1021        4.6130    2.9310   90.0  A1   (T)  'C603H40', 'C603H40'
PC1022        3.1480    3.4520  180.0  A1   (T)  'C603H40', 'C603H40'
PC1023        3.1720    2.7290    0.0  A1   (T)  'C603H40', 'C603H40'
PC1024        4.6130    2.7290   90.0  A1   (T)  'C603H40', 'C603H40'
PC1025        4.7370    2.7330  270.0  A1   (T)  'C603H40', 'C603H40'
PC1026        4.7720    2.5870  270.0  A1   (T)  'C603H40', 'C603H40'
PC1027        3.1700    3.1900  180.0  A1   (T)  'C603H40', 'C603H40'
PC1028        3.2490    3.4520  180.0  A1   (T)  'C603H40', 'C603H40'
PC1029        2.9090    2.7470  270.0  A1   (T)  'C603H40', 'C603H40'
PC1030        4.8720    2.5870  270.0  A1   (T)  'C603H40', 'C603H40'
PC1031        4.8570    2.9330   90.0  A1   (T)  'C603H40', 'C603H40'
PC1032        4.4900    2.6810  270.0  A1   (T)  'C603H40', 'C603H40'
PC1034        3.1010    3.3030  270.0  A1   (T)  'C603H40', 'C603H40'
PC1036        4.8570    2.6830   90.0  A1   (T)  'C603H40', 'C603H40'
PC1037        3.7880    2.7360    0.0  A1   (T)  'C603H40', 'C603H40'
PC1038        3.0200    2.5060  180.0  A1   (T)  'C603H40', 'C603H40'
PC1039        3.0700    2.5060  180.0  A1   (T)  'C603H40', 'C603H40'
PC1040        4.3890    2.6630    0.0  A1   (T)  'C603H40', 'C603H40'
PC1041        3.1990    2.1250  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1042        4.2340    2.9100    0.0  A1   (T)  'C603H40', 'C603H40'
PC1043        3.1480    2.1250  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1044        4.1840    2.9100    0.0  A1   (T)  'C603H40', 'C603H40'
PC1045        3.7170    2.9410  180.0  A1   (T)  'C603H40', 'C603H40'
PC1046        2.9190    2.5060  180.0  A1   (T)  'C603H40', 'C603H40'
PC1047        4.3340    2.7890  180.0  A1   (T)  'C603H40', 'C603H40'
PC1048        3.6880    2.7360    0.0  A1   (T)  'C603H40', 'C603H40'
PC1049        3.2500    2.1250  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1050        3.0470    2.1250  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1051        4.2840    2.7890  180.0  A1   (T)  'C603H40', 'C603H40'
PC1052        2.9460    2.1250    0.0  A1   (T)  'C603H40', 'C603H40'
PC1053        3.7380    2.7360    0.0  A1   (T)  'C603H40', 'C603H40'
PC1054        3.1980    2.5790  270.0  A1   (T)  'C603H40', 'C603H40'
PC1055        4.1340    2.9100    0.0  A1   (T)  'C603H40', 'C603H40'
PC1056        4.1340    2.7890  180.0  A1   (T)  'C603H40', 'C603H40'
PC1057        4.0620    2.8720   90.0  A1   (T)  'C603H40', 'C603H40'
PC1058        4.0620    2.7980   90.0  A1   (T)  'C603H40', 'C603H40'
PC1059        4.3380    2.6630    0.0  A1   (T)  'C603H40', 'C603H40'
PC1060        4.2840    2.9100    0.0  A1   (T)  'C603H40', 'C603H40'
PC1061        3.1980    2.5280  270.0  A1   (T)  'C603H40', 'C603H40'
PC1062        4.1840    2.7890  180.0  A1   (T)  'C603H40', 'C603H40'
PC1063        4.2870    2.6620    0.0  A1   (T)  'C603H40', 'C603H40'
PC1064        4.2340    2.7890  180.0  A1   (T)  'C603H40', 'C603H40'
PC1065        3.1210    2.5060  180.0  A1   (T)  'C603H40', 'C603H40'
PC1066        3.9500    2.7020    0.0  A1   (T)  'C603H40', 'C603H40'
PC1067        3.8990    2.7020    0.0  A1   (T)  'C603H40', 'C603H40'
PC1068        4.3850    2.7890  180.0  A1   (T)  'C603H40', 'C603H40'
PC1069        3.7950    3.0360  270.0  A1   (T)  'C603H40', 'C603H40'
PC1070        3.0970    2.1250  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1071        4.9590    2.9000    0.0  A1   (T)  'C603H40', 'C603H40'
PC1072        4.6880    3.9260    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1073        4.6370    3.7270  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1074        4.7070    3.7270    0.0  A1   (T)  'C603H40', 'C603H40'
PC1075        4.6870    3.7270  180.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1076        4.6360    3.9260    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC1077        4.9710    2.7320  180.0  A1   (T)  'C603H40', 'C603H40'
PC1078        4.6570    3.7270    0.0  A1   (T)  'C603H40', 'C603H40'
PC1079        4.6130    2.6780   90.0  A1   (T)  'C603H40', 'C603H40'
PC1080        4.7370    2.6830  270.0  A1   (T)  'C603H40', 'C603H40'
PC1081        4.8570    2.7830   90.0  A1   (T)  'C603H40', 'C603H40'
PC1082        4.8570    2.7330   90.0  A1   (T)  'C603H40', 'C603H40'
PC1083        3.2220    2.7290    0.0  A1   (T)  'C603H40', 'C603H40'
PC1084        4.8570    2.8330   90.0  A1   (T)  'C603H40', 'C603H40'
PC4401        6.5020    0.4860   90.0  A1   (B)  'C805H58', 'C805H58'
PC4402        6.3690    0.1050    0.0  A1   (T)  'C603H40', 'C603H40'
PC4403        6.5280    0.2580   90.0  A1   (B)  'C805H58', 'C805H58'
PC4404        6.4240    0.1780  180.0  A1   (B)  'C805H58', 'C805H58'
PC4405        6.4460    0.1320   90.0  A1   (T)  'C603H40', 'C603H40'
PC4406        5.8920    0.4840  180.0  A1   (T)  'C402H22', 'C402H22'
PC4407        5.7650    0.4720  180.0  A1   (T)  'C603H40', 'C603H40'
PC4408        5.7150    0.4720  180.0  A1   (T)  'C603H40', 'C603H40'
PC4409        5.7150    0.4720    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC4410        5.8150    0.4720    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC4411        5.6650    0.4720    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC4412        5.8760    0.4960    0.0  A1   (B)  'C805H58', 'C805H58'
PC4413        5.5640    0.4720  180.0  A1   (T)  'C603H40', 'C603H40'
PC4414        5.8150    0.4720  180.0  A1   (T)  'C603H40', 'C603H40'
PC4415        6.9900    0.2280    0.0  A1   (T)  'C603H35', 'C603H35'
PC4416        7.0620    0.2270  270.0  A1   (T)  'C603H36', 'C603H36'
PC4417        7.0740    0.2770  270.0  A1   (T)  'C603H36', 'C603H36'
PC4418        5.7650    0.4720    0.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC4419        6.9980    0.1370   90.0  A1   (T)  'C603H36', 'C603H36'
PC4420        6.7340    0.0650  180.0  A1   (T)  'C402H22', 'C402H22'
PC4421        6.9770    0.4960    0.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4422        6.8940    0.1370   90.0  A1   (T)  'C603H36', 'C603H36'
PC4423        6.8250    0.5300    0.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4424        6.7360    0.5020  180.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4425        6.7050    0.4550  270.0  A1   (T)  'C603H35', 'C603H35'
PC4426        6.6860    0.5020  180.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4427        5.7940    0.0380   90.0  A1   (T)  'C603H40', 'C603H40'
PC4429        5.6570    0.1370  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4430        6.7350    0.1500  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4431        6.6390    0.2310  180.0  A1   (T)  'C402H22', 'C402H22'
PC4432        6.6790    0.3980  225.0  A1   (T)  'C402H22', 'C402H22'
PC4433        6.6590    0.2750  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4434        5.6650    0.4720  180.0  A1   (T)  'C603H40', 'C603H40'
PC4435        6.0540    0.0970  270.0  A1   (T)  'C402H22', 'C402H22'
PC4436        7.0540    0.4630   90.0  A1   (T)  'C603H36', 'C603H36'
PC4437        5.6140    0.4720  180.0  A1   (T)  'C603H40', 'C603H40'
PC4438        7.2410    0.4470   90.0  A1   (T)  'C402H22', 'C402H22'
PC4439        6.7770    0.5000    0.0  A1   (T)  'C603H36', 'C603H36'
PC4440        6.6730    0.3770   90.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4441        6.6600    0.2130  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4442        6.9510    0.4780    0.0  A1   (T)  'C402H22', 'C402H22'
PC4443        5.6860    0.3770  270.0  A1   (T)  'C402H22', 'C402H22'
PC4445        6.6320    0.4610   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4446        4.3720    0.3290  270.0  A1   (T)  'C402H22', 'C402H22'
PC4501        8.3670    1.6830  180.0  A1   (T)  'C402H22', 'C402H22'
PC4502        8.2230    1.5890  270.0  A1   (T)  'C603H40', 'C603H40'
PC4503        8.2390    1.6390  270.0  A1   (T)  'C603H40', 'C603H40'
PC4504        8.4180    1.6830  180.0  A1   (T)  'C603H40', 'C603H40'
PC4505        2.5890    0.2160  270.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC4506        8.0760    1.5960  180.0  A1   (T)  'C402H22', 'C402H22'
PC4507        8.1340    1.8420  270.0  A1   (T)  'C603H36', 'C603H36'
PC4508        8.3770    1.9470  270.0  A1   (T)  'C402H22', 'C402H22'
PC4509        7.8940    1.7810  180.0  A1   (T)  'C603H40', 'C603H40'
PC4510        7.8906    1.5929    0.0  A1   (T)  'C603H40', 'C603H40'
PC4511        7.9406    1.5929    0.0  A1   (T)  'C603H40', 'C603H40'
PC4512        7.8400    1.5930    0.0  A1   (T)  'C603H40', 'C603H40'
PC4513        7.8500    1.7820  180.0  A1   (T)  'C402H22', 'C402H22'
PC4514        2.1370    0.0160    0.0  A1   (T)  'C603H40', 'C603H40'
PC4515        2.1150    0.2050  180.0  A1   (T)  'C603H40', 'C603H40'
PC4516        2.2150    0.2050  180.0  A1   (T)  'C603H40', 'C603H40'
PC4517        2.1650    0.2050  180.0  A1   (T)  'C603H40', 'C603H40'
PC4518        2.0750    0.2050  180.0  A1   (T)  'C402H22', 'C402H22'
PC4519        2.7720    0.0990  180.0  A1   (B)  'C805H56', 'C805H56'
PC4520        2.4950    0.0050  270.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4521        2.4700    0.1800  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4522        2.7210    0.1260  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4523        2.5890    0.2150  270.0  A1   (T)  'C603H40', 'C603H40'
PC4524        2.5600    0.1000  180.0  A1   (T)  'C603H36', 'C603H36'
PC4525        7.9440    1.7810  180.0  A1   (T)  'C603H40', 'C603H40'
PC4526        2.6300   -0.0300  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4527        2.2370    0.0160    0.0  A1   (T)  'C603H40', 'C603H40'
PC4529        2.1870    0.0160    0.0  A1   (T)  'C603H40', 'C603H40'
PC4530        2.7200   -0.0200    0.0  A1   (T)  'C402H22', 'C402H22'
PC4531        2.6900   -0.0200    0.0  A1   (T)  'C402H22', 'C402H22'
PC4532        8.2850    1.9150   90.0  A1   (T)  'C402H22', 'C402H22'
PC4533        8.2365    1.8902  180.0  A1   (T)  'C402H22', 'C402H22'
PC4601        2.3365    2.6264   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4602        2.1431    2.3031    0.0  A1   (T)  'C402H22', 'C402H22'
PC4603        2.3940    2.3460    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4604        1.9470    2.2910   90.0  A1   (T)  'C402H22', 'C402H22'
PC4605        2.3290    2.4460    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4606        2.2040    2.2950  180.0  A1   (B)  'C603H36_B', 'C603H36_B'
PC4607        2.1620    2.3070  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4608        2.3590    2.4460  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4609        1.7600    2.6540   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4610        2.0150    2.4540  270.0  A1   (T)  'C402H22', 'C402H22'
PC4611        2.2834    2.3664   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4612        1.8410    2.3430  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4613        2.1400    2.4660  270.0  A1   (T)  'C402H22', 'C402H22'
PC4614        1.8410    2.3730  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4615        1.8410    2.4030   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4616        2.3410    2.5020   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4617        2.4060    2.5680   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4618        1.8560    2.4530  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4619        1.8260    2.4530    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4620        2.4360    2.5380   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4621        2.1910    2.5040  180.0  A1   (T)  'C402H22', 'C402H22'
PC4622        1.8880    2.5130    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4623        1.9440    2.6532  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4624        2.3365    2.5924   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4625        1.8940    2.7032  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4626        1.8280    2.8040  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4628        1.7600    2.7140   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4629        2.1400    2.5500   90.0  A1   (T)  'C402H22', 'C402H22'
PC4630        1.8740    2.5832    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4631        2.3370    2.7590    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4632        2.2440    2.6540  180.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4633        1.7940    2.6220  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4634        2.2540    2.7320  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4635        2.2550    2.8220  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4637        2.1864    2.7404  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4638        2.0010    2.8630   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4639        2.0560    2.7330  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4640        2.0520    2.8460    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4641        2.0810    2.7830    0.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4642        2.1864    2.7714  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4643        2.1257    2.8080   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4644        2.1186    2.8388  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4651        1.8410    2.3130  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4652        2.2550    2.7920  270.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4653        1.7600    2.6840   90.0  A1   (B)  'C402H22_B', 'C402H22_B'
PC4701        2.6580    2.1790   90.0  A1   (B)  'C603H40_B', 'C603H40_B'
PC4702        2.6580    2.1790   90.0  A1   (T)  'C603H40', 'C603H40'
